name,description,availability,price,discount_price,sku
DVD ROM RW LG Super-Multi GH24NS95 DVD Rewriter,"The LG Super-Multi GH24NS95 DVD Rewriter
features a 24x DVD+R write speed, 48x CD-R write speed and supports
M-DISC for superior reliability in data storage.
Designed for storage needs that demand consistency,
the GH24NS95 read and write in CD,...",Out of Stock,€26.90,,dvd-rom-rw-lg-super-multi-gh24ns95-dvd-rewriter
Unitek Y-279 USB2.0 USB-A Male to USB-A Female Active...,Cable Type:USB|USB Type:USB-A to USB-A Extension|USB Version:2.0|Active Cable:Yes|Length:20.0m,Out of Stock,€27.00,,unitek-y-279-usb20-usb-a-male-to-usb-a-female-active-extension-cable-20m
Logilink BP0044 Monitor Desk Mount / 13-32 inch / 8 Kg max,"Monitor desk stand, tilt -45°/+45°, swivel -90°/+90°, rotation
Suitable for 13–32 LCD, LED, PC and TV monitors
Carrying capacity: Max. 8 kg / 17.6 lbs
Mounting type: Tilt -45°/+45°, swivel -90°/+90°, rotation -180°/+180°
VESA compatibility: 75x75,...",Out of Stock,€27.00,,logilink-bp0044-monitor-desk-mount-13-32-inch-
RAM Team Elite 8GB 3200 MHz TED48G3200C2201,"Capacity: 8 GB
1 x 8 GB Memory
DDR4, 3200 Mhz
DIMM 288 Pin, CL16",Out of Stock,€27.00,,ram-team-elite-8gb-3200-mhz-ted48g3200c2201
Verbatim Mouse Wireless 8-Button Deluxe Blue LED Ergonomic,Type:Wireless|Dpi:800-1300-1600|Wireless Type:2.4GHz,Out of Stock,€27.00,,verbatim-mouse-wireless-8-button-deluxe-blue-led-ergonomic
Keyboard combo HP Pavilion 200 9DF28AA,"Wired Keyboard Combo
Interface USB
Optical mouse: 800 - 1600
Layout: GR",Out of Stock,€27.00,,keyboard-combo-hp-pavilion-200-9df28aa-194721396266
Genius Mouse Wireless Ergonomic Vertical w/Thumb Rest...,"Type: Wireless
Dpi: 800/1200/1600
Silent: Yes
Wireless Type: 2.4GHz",Out of Stock,€27.00,,genius-mouse-wireless-ergonomic-vertical-wthumb-rest-ergo-8250s
AV:Link HDMI to 3RCA AV Converter 128.512UK,Type:HDMI to AV|Power:USB Powered,Out of Stock,€27.00,,av-link-hdmi-to-3rca-av-converter-128512uk
DigitMX DMX-HSW314 HDMI Switch 3x1 IR 1080P,No description available,Out of Stock,€27.00,,digitmx-dmx-hsw314-hdmi-switch-3x1-ir-1080p
KVM SWITCH ATEN CS22U USB - 2-PORT,"One USB console controls two USB computers
Supports multifunction mice
Multiplatform support - Windows, Mac, Linux and Sun
USB mouse port can be used for USB 1.1 hub ad USB 1.1 peripheral sharing
Superior video quality - up to 2048 x 1536; DDC2B...",Out of Stock,€27.00,,kvm-switch-aten-cs22u-usb-2-port
Machenike K500-B87 White/Blue Wired Gaming Keyboard,"Type: Wired
Mechanical Keys: Yes
Number of Keys: 87
Switch Type: Blue
Light FX: Yes",Out of Stock,€27.00,,machenike-k500-b87-whiteblue-wired-gaming-keyboard-8886411961862
Switch 8-Port Gigabit TP-Link LS108G,"8 ports  10/100/1000 Mbps Auto-Negotiation RJ45 ports supporting Auto-MDI/MDIX
Green Ethernet technology saves the power up to 82%
IEEE 802.3i/802.3u/802.3ab/802.3x
Steel housing, desktop or wall-mounting design",Out of Stock,€27.00,,switch-8-port-gigabit-tp-link-ls108g
AV:Link RCA AV to HDMI Converter 128.511UK,Type:AV to HDMI|Power:USB Powered,Out of Stock,€27.00,,av-link-rca-av-to-hdmi-converter-128511uk
Unitek Y-SP02001B USB to RJ45 Serial Console Cable,"Designed for debugging and configuring network equipment, connecting to the console port on a modem, router, server, switch or other Serial based devices, from your PC and laptop directly over the USB2.0 specification. Integrated with FTDI-FT232...",Out of Stock,€27.00,,unitek-y-sp02001b-usb-to-rj45-serial-console-cable
Unitek Y-6316 USB3.1 Type-C to HDMI Converter,"Convert USB Type-C to HDMI interface
With the new USB Type-C connector, it’s a reversible connector, easy to plug in and out
With aluminium housing, stylish and elegant look
Support HDMI 2.0a 4K 60Hz high definition output (4096 x 2160)
Support...",Out of Stock,€27.00,,unitek-y-6316-usb31-type-c-to-hdmi-converter
Mouse Pad Cougar Neon,"Dimensions: 350 x 300 x 4 (mm)
RGB Lighting
Nature Rubber",Out of Stock,€27.50,,mouse-pad-cougar-neon
Case FAN Be Quiet Silent Wings 4 140 mm BL095,"FAN Size: 140 mm
Fan Speed max 1100 RPM
Connectivity: 3-Pin
CFM: 51.3
Acoustic Noise 13.6  dB(A) (Max.)
Warranty: 1 Year",Out of Stock,€27.50,,case-fan-be-quiet-silent-wings-4-140-mm-bl095
Armaggeddon SHIELD 5 Anti-Theft Gaming Bag Black,"Type:BackPack|Size:Up to 15.6""|Inner Protection:Build in FoamPad|Water Protection:Splash Proof|Security Lock:Yes|USB Charging Port:Yes|Color:Black",Out of Stock,€27.54,,armaggeddon-shield-5-anti-theft-gaming-bag-black
Unitek H1906A USB3.0 Hub 3x USB-A & Gb Lan,"4-in-1 USB hub in an aluminium stylish and elegant case.
	Perfect combination with USB3.0 and Gigabit Ethernet.
	USB3.0 SuperSpeed data transfer (5Gbps), backward compatible with USB2.0/1.1.
	Designed and manufactured with BC1.2 charging...",Out of Stock,€27.54,,unitek-h1906a-usb30-hub-3x-usb-a-gb-lan
Unitek Y-3035 USB3.1 SATA6G 2.5-3.5'' LayFlat HDD...,"Size:2.5""-3.5""|Housing Material:Plastic|Transfer Speed:USB3.0 5Gbps",Out of Stock,€27.80,,unitek-y-3035-usb31-25-35inch-sata6g-layflat-hdd-enclosure-4894160034847
Techlink iWires HDMI to HDMI 10.0m 710209,Type:HDMI|Length:10.0m|Version:2.0,Out of Stock,€27.89,,techlink-iwires-hdmi-to-hdmi-100m-710209
Unitek Y-6315 USB3.1 Type-C to VGA Converter,"Convert USB Type-C to VGA interface
	With the new USB Type-C connector, it is a reversible connector, easy to plug in and out
	With aluminium housing, stylish and elegant look. Support up to 1080P 60Hz output with high definition
	Support...",Out of Stock,€27.99,,unitek-y-6315-usb31-type-c-to-vga-converter
PNY Attache 4 USB 3.1 Stick 256GB Black,Capacity:256GB|Speed:USB 3.1,Out of Stock,€27.99,,pny-attache-4-usb-31-stick-256gb-black
Sonoff L2 Lite Wi-Fi Smart LED Light Strip,"Light of More than 16 million colors. You can capture colors from anything to better match the surroundings.
Diverse Modes Music Visualizer mode can display a perfect fusion of music and lights. 11 build-in modes, set what you want.
Voice Control...",Out of Stock,€28.00,,sonoff-l2-lite-wi-fi-smart-led-light-strip
Cougar Neon RGB mouse pad,"RGB Gaming Mouse Pad
Illuminate your victory with brilliance, speed and precision

RGB Lighting 
Fourteen fantastic lighting effects that can be selected merely by pressing a button.
HD Texture Design Provides Fast and Extra Smooth Mouse Sliding...",Out of Stock,€28.00,,cougar-neon-rgb-mouse-pad-4715302442415
Unitek USB-C NVME/PCIe Enclosure 10Gbps S1241B01,Size:M.2|Housing Material:Aluminium|Transfer Speed:USB-C 10Gbps,Out of Stock,€28.00,,unitek-usb-c-nvmepcie-enclosure-10gbps-s1241b01-4894160052834
Thunderobot KG3089R Gaming Mechanical Keyboard Red Switch...,"Type:Wired
Mechanical Keys
Switch Type:Red
TLK:Yes",Out of Stock,€28.00,,thunderobot-kg3089r-gaming-mechanical-keyboard-red-switch-white-6932066302504
Zyxel 8-Port Gigabit Ethernet Switch with QoS GS-108SV2,Ethernet Speed:Gigabit|Ethernet Ports:8|Mounting:Desktop,Out of Stock,€28.00,,zyxel-8-port-gigabit-ethernet-switch-with-qos-gs-108sv2
Unitek V1111A 4K HDMI Switch 3in-1out,No description available,Out of Stock,€28.00,,unitek-v1111a-4k-hdmi-switch-3in-1out
Backpack for laptop HP Travel 15.6 FORGED IRON 6B8U6AA,"Interior lining material 100% polyester
Padding material: EPE foam
Fits 15.6-inch diagonal laptops
440 x 320 x 170 mm (18 L expended to 21L)
Water Resistant",Out of Stock,€28.00,,backpack-for-laptop-hp-travel-156-forged-iron-6b8u6aa-4573595784922
USB Wi-Fi adapter EDIMAX EW-7811UAC,"2 Band Detachable Omni Directional 5dBi (RP-SMA)
Frequency  2.4 GHz
Type: Wireless
USB 2.0 and  Wireless N speed up to 300Mbps
Warranty: 3 years",Out of Stock,€28.00,,usb-wi-fi-adapter-edimax-ew-7811uac
Armaggeddon MKA-2C Neo TLK Mechanical Keyboard,"Type:Wired
Mechanical Keys:Yes
Switch Type:Blue
TLK:Yes
Light FX:Yes",Out of Stock,€28.00,,armaggeddon-mka-2c-neo-tlk-mechanical-keyboard-8886411988074
Mercury Economy Speaker Cable 2 x 2.5mm Clear 807.050UK 35m,"CSA: 2.5mm²
Stands: 2 x (79 x 0.2mmØ)
Dimensions: 4.0 x 8.0mm
Current: 25A max.
Conductor: Copper Clad Aluminium
Sheath: Clear
Polarity: Red
Length: 35 m",Out of Stock,€28.00,,mercury-economy-speaker-cable-2-x-25mm-clear-807050uk-35m
TA 8 GB DDR3L 1600MHZ 12800S SO DIMM RAM,"Capacity 8GB
DDR3L 1600 Mhz
Type: SO-DIMM (for Laptop)
Warranty 3 Year",Out of Stock,€28.00,,ta-8-gb-ddr3l-1600mhz-12800s-so-dimm-ram-751313656728
Alcatroz XPLORER DOCK1BT BT Keyboard Dock Black-Red,Type:Bluetooth|Rechargeable:Yes,Out of Stock,€28.00,,alcatroz-xplorer-dock1bt-bt-keyboard-dock-black-red
Natec JAGUAR Wireless Ergonomic Mouse with Blue Sense &...,Type:Wireless|Dpi:800-1600-2400|Wireless Type:2.4GHz,Out of Stock,€28.00,,natec-jaguar-wireless-ergonomic-mouse-with-blue-sense-auto-speed-works-on-all-surfaces
PCI Express card PC0031 2 x serial ports,"Input port: 2 x serial 
Output port: PCI-e 3.0 Gen3 X4 (compatible with mainboard X4/X8/X16 slots)
Supported system : windows 10, iOS, Linux",Out of Stock,€28.00,,pci-express-card-pc0031-2-x-serial-ports
Backpack for laptop HP Travel 18L 15.6 BLUE NIGHT 6B8U7AA,"Interior lining material 100% polyester
Padding material: EPE foam
Water Resistant
15.6-inch diagonal laptops
290 x 160 x 420 mm (expended to 21L)",Out of Stock,€28.00,,backpack-for-laptop-hp-travel-18l-156-blue-night-6b8u7aa-4573595784939
Switch Tp-Link 8-Port Gigabit TL-SG108,"8 10/100/1000Mbps Auto-Negotiation RJ45 ports supporting Auto-MDI/MDIX
Green Ethernet technology saves the power up to 82%
IEEE 802.3x flow control provides reliable data transfer
Steel housing, desktop or wall-mounting design",Out of Stock,€28.00,,switch-tp-link-8-port-gigabit-tl-sg108
Unitek USB-C Hub USB3.0 HDMI/SD/PD100W H1118A,"This all-in-one USB C adapter features 1 HDMI port, 1 USB 3.0 port, 1 SD/TF card reader, 100W PD charging port, and 2 USB 2.0 ports, accommodating a variety of devices. Clear Visual Enjoyment：Mirror or extend your screens to a projector or monitor...",Out of Stock,€28.00,,unitek-usb-c-hub-usb30-hdmi-sd-pd100w-h1118a
Unitek Converter USB-A 2.0 to RS422/485 0.8m Y-1082,Input:USB Type-A|RS422/RS485:Yes,Out of Stock,€28.19,,unitek-converter-usb-a-20-to-rs422-485-08m-y-1082
Orico USB-A Hub 4Port USB3.0 Desktop Mount DESK-4U,"The tabletop hub houses four USB-A ports.
	Each of them supports the USB 3.1 Gen 1 standard.
	The round shape fits perfectly into the holes with a diameter of 6 cm.
	The desk hub, just like a standard cable gland, allows you to pull cables...",Out of Stock,€28.41,,orico-usb-a-hub-4port-usb30-desktop-mount-desk-4u
Unitek HDK SATA6G Single Bay HDD Docking Station S1304A,"Size:2.5""-3.5""|Housing Material:Aluminium|Transfer Speed:USB3.0 5Gbps",Out of Stock,€28.49,,unitek-hdk-sata6g-single-bay-hdd-dockin-station-s1304a
Thunderobot  KG3089С Gaming Mechanical Keyboard Blue Switch,Type:Wired|Mechanical Keys:Yes|Switch Type:Blue|TLK:Yes,Out of Stock,€28.49,,thunderobot-kg3089s-gaming-mechanical-keyboard-blue-switch-6970796748384
Mercury Cordless Drill Spare Battery 710.281UK,No description available,Out of Stock,€28.49,,mercury-cordless-drill-spare-battery-710281uk
Armaggeddon AK-6770 Kalashnikov Keyboard And Mouse Gaming...,Type:Wired|Dpi:3200|Light Effect:Backlight|Light FX:Yes,Out of Stock,€28.49,,armaggeddon-ak-6770-kalashnikov-keyboard-and-mouse-gaming-kit
Unitek USB-A Hub 7-Port USB3.0 Incl 5V2A Power Adaptor...,"A meticulous USB hub with the charging function.
	New design with aluminum enclosure, stylish and elegant.
	With USB3.0 SuperSpeed data transfer, transfer rate up to 5Gbps. Compatible with USB2.0/1.1.
	With BC1.2 charging technology,...",Out of Stock,€28.49,,unitek-usb-a-hub-7-port-usb30-incl-5v2a-power-adaptor-y-3090
Unitek Y-3324 USB3.0 to IDE+SATA II 2.5-3.5'' HDD...,"Size:2.5""-3.5""",Out of Stock,€28.49,,unitek-y-3324-usb30-to-ide-sata-ii-converter-4894160032898
Unitek VGA to VGA Cable 20.0m Y-C508G,Cable Type:VGA|Ferrite:Yes|Length:20.0m,Out of Stock,€28.50,,unitek-vga-to-vga-cable-200m-y-c508g
DigitMX DMX-CHAV6 HDMI to AV Converter USB,Type:HDMI to AV|Power:USB Powered,Out of Stock,€28.50,,digitmx-dmx-chav6-hdmi-to-av-converter-usb
Armaggeddon MKA-2C NEO Black Mechanical Gaming Keyboard...,"Type: Wired
Mechanical Keys: Yes
Number of Keys: 87
Switch Type: Red
Light FX: Yes",Out of Stock,€28.50,,armaggeddon-mka-2c-neo-black-mechanical-gaming-keyboard-87-linear-red-keys-8886411988074
Case FAN Lian Li UNI SL-INF 120 aRGB Reverse blade,"FAN: 120 mm 
FAN SPEED: 0-2100 RPM
Maximum airflow of 63.6 CFM 
40 ARGB LEDs",Out of Stock,€28.50,,case-fan-lian-li-uni-sl-inf-120-argb-reverse-blade-4718466013194
Machenike M7 Pro Wireless Gaming Mouse White,Type:Wireless|Dpi:8000|Wireless Type:2.4GHz|Rechargeable:Yes,Out of Stock,€28.80,,machenike-m7-pro-wireless-gaming-mouse-white
Gamemax RB300 Kit 3x ARGB Fans With Aura,Type:RGB Fan Kit|LED TYPE:Single|Color:ARGB,Out of Stock,€28.80,,gamemax-rb300-kit-3x-argb-fans-with-aura-6931858791052
Asus RT-AC51 Dual Band 2.4 Ghz 5 Ghz Router,"AC750 complete AC performance : 300+433 Mbps
4 x External fixed antenna
Frequency: Works over 2.4G and 5G concurrently
USB Port",Out of Stock,€28.80,,asus-rt-ac51-dual-band-24-ghz-5-ghz-router
Logitech Keyboard K280e RU,"Wired keyboard
Spill resistant
Interface  USB
Layout US-RU
Cable 1.8 m",Out of Stock,€28.80,,logitech-keyboard-k280e-ru-5099206046832
PCI Express Card Orico USB 3.1 USB Type-C (PA31-AC),"Input port1: USB 3.1
Input port 2: USB type-c
Output port: PCI-E
Supported system : windows 10, Linux, iOS",Out of Stock,€28.80,,pci-express-card-orico-usb-31-usb-type-c-pa31-ac-6954301149644
INLINE 66907 Mini PCIe card SATA 2x 6GBS RAID 0-1-SPAN,"Input port1: 2 SATA 6 Gb/s
Output port: PCI-E
Supported system : windows",Out of Stock,€28.80,,inline-66907-mini-pcie-card-sata-2x-6gbs-raid-0-1-span
Unitek HC HDMI 2.1 Cable 8K60Hz Metal 5.0m C140W,Type:HDMI|Length:5.0m|Version:2.1,Out of Stock,€28.80,,unitek-hc-hdmi-21-cable-8k60hz-metal-50m-c140w-4894160047540
Laptop backpack Lenovo Prelude pro 15.6 Charcoal,"Color Charcoal
Laptop Size 15.6
Hand wash and air dry;
Water resistant",Out of Stock,€28.90,,laptop-backpack-lenovo-prelude-pro-156-charcoal
Case FAN Lian Li UNI FAN INFINITY SINGLE black aRGB,"FAN: 120 mm 
FAN SPEED: 0-2100 RPM
Maximum airflow of 61.3 CFM 
40 ARGB LEDs",Out of Stock,€28.90,,case-fan-lian-li-uni-fan-infinity-single-black-argb-4718466011718
Gaming Mouse A4 Tech TL7 BLOODY,"DPI: 100-8200
USB connection
Button: 9 keys + Wheel
Key response time: 1 ms",Out of Stock,€28.90,,gaming-mouse-a4-tech-tl7-bloody
Armaggeddon Starship 3 Soviets Pro-Gaming Mouse,Mouse Type:Wired|Type:Wired|Dpi:10000|Extras:RGB customizable lights|Weight Management System:Yes|Light FX:Yes|Adjustable Weight:Yes,Out of Stock,€28.90,,armaggeddon-starship-3-soviets-pro-gaming-mouse
PNY Elite Steel USB 3.1 Stick 256GB,Capacity:256GB|Speed:USB 3.1|Metal Housing:Yes,Out of Stock,€28.99,,pny-elite-steel-usb-31-stick-256gb
"DLINK Wifi Adapter AC1300 USB, DUAL BAND 2.4 GHz / 5 GHz","Dual Band Performance – Up to 300Mbps (2.4GHz) or 867Mbps (5GHz) to deliver fast wireless speeds and less interference for maximum throughput
Standards:
    IEEE 802.11ac
    IEEE 802.11n
    IEEE 802.11g
    IEEE 802.11a",Out of Stock,€29.00,,dlink-wifi-adapter-ac1300-usb-dual-band-24-ghz-5-ghz
Unitek V1125A USB3.1 TypeC to HDMI 4K 60Hz Cable 1.8m,"Support HDMI 2.0 with 4K 60Hz high definition deep color depths &amp; sharp images output and a full range of digital multi-channel audio
Support 3D video
Support HDCP 1.4 and HDCP 2.2
With the USB-C connector, this HDMI cable is suitable for new...",Out of Stock,€29.00,,unitek-v1125a-usb31-typec-to-hdmi-4k-60hz-cable-18m
Unitek USB-C Hub USB3.0x3 & HDMI H1110B,USB Type:Type C|USB Ports:3|USB Version:USB 3.0|HDMI:Yes|External PSU Support:Yes (not included),Out of Stock,€29.00,,unitek-usb-c-hub-usb30x3-hdmi-h1110b
GAS LIFT CYLINDER,Gas lift for Gaming chair Cougar,Out of Stock,€29.00,,gas-lift-cylinder
ASUS TUF M3 Gaming Mouse,Mouse Type:Wired|Type:Wired|Dpi:7000|Extras:RGB lights|Light FX:Yes,Out of Stock,€29.00,,asus-tuf-m3-gaming-mouse-4718017366373
Epson Maintenance box  C12C934591,"Compatible models Epson L11160,  L15150, L15160, L6490, L6550, M15140",Out of Stock,€29.00,,epson-maintenance-box-c12c934591-
PC Case SNOWMAN CS023 black m-ATX,"Case Size: Mid Tower
Mainboard Size: m-ATX, mini ITX
Front Panel: USB 3.0 x 1; USB 2.0 x 2
PSU Standard ATX PS2
Non pre installed FANs",Out of Stock,€29.00,,pc-case-snowman-cs023-black-m-atx
Notebook Charger laptop power adapter powerOn PA-65 65W,"Output Power 65 W
DC Output 
Max 3.25A
Voltage 20V
Connector tip: 4.0x1.7",Out of Stock,€29.00,,notebook-charger-laptop-power-adapter-poweron-pa-65-65w
Gaming Mouse A4 Tech W95 max nakara bloody,"Wired USB connection
Max DPI: 12000
USB connection
5 RGB Lighting Effects
Key response time: 1 ms",Out of Stock,€29.00,,gaming-mouse-a4-tech-w95-max-nakara-bloody
HUB Icybox IB-HUB1426-U3 USB to 2 x USB-C 2 USB 3.0,"Interface Connection : USB 3.0
output: 2 x USB Type-C",Out of Stock,€29.00,,hub-icybox-ib-hub1426-u3-usb-to-2-x-usb-c-2-usb-30
Gaming mouse Razer Deathadder Essential white,"Shape Ergonomic, Right handed
MAX SENSITIVITY (DPI): 6400
lightweight fiber-coated cable 2m
Razer Synapse 2.0",Out of Stock,€29.00,,gaming-mouse-razer-deathadder-essential-white-8886419333326
Router HOTSPOT PORTABLE D-Link DIR-508L,"Broadband Router Mode: Connect an Ethernet cable to share your wired connection
Mobile Router Mode: Connect a 3G/4G USB adapter to share your mobile connection1
Hotspot Mode: Share Internet access from a Wi-Fi hotspot with all your devices
Shares...",Out of Stock,€29.00,,router-hotspot-portable-d-link-dir-508l
CPU Cooler Armaggeddon BLIZZARD 2 Silent RGB White,"Intel: LGA115x/1200/1700
AMD: AM4/AM5
TDP 120 W
RGB Effects on FAN
Air Flow: 41.6 CFM
Noise: 26 dBA",Out of Stock,€29.00,,cpu-cooler-armaggeddon-blizzard-2-silent-rgb-white-8886411986513
Trust Ziva Laptop Cooling Stand,"Connection: USB
Size: Up to 16''
Fan: x1
Tilted design for ergonomic use",Out of Stock,€29.00,,trust-ziva-laptop-cooling-stand
TP Link 450Mbps Wireless N TL-WR940N,"Wi-Fi Router
3x 5dBi Fixed Omni Directional Antenna,
4x 10/100 LAN ports
Range Extender, Access Point Mode
Warranty: 3 years",Out of Stock,€29.00,,tp-link-450mbps-wireless-n-tl-wr940n
Arctic Freezer 7X Co CPU Cooler,"Compatible Intel: 1200, 1156, 1155, 1151, 1150; AMD; AM4, AM3(+), FM1/2(+)
4-pin PWM connector
Pre-applied MX-5 Thermal Paste
More Efficient and Whisper Quiet
Longer Lifespan Thanks to its Low Coil Temperature
Offset Heat pipes Enable Optimal Heat...",Out of Stock,€29.00,,arctic-freezer-7x-co-cpu-cooler
Unitek D1070A 4in1 Plugin USB-C Hub iPad Pro-Air,"With USB3.2 Gen2 specification over a USB port, data transfer rate up to 10Gbps. Backward compatible with USB3.0/2.0/1.1.
	Equips a USB-C Power Delivery (USB PD) port, supporting maximum 100W/20V5A charging to your upstream computer. USB PD power...",Out of Stock,€29.00,,unitek-d1070a-4in1-plugin-usb-c-hub-ipad-pro-air
CPU cooler Cougar Forza 50 Essential,"Type: Air Tower cooler
Intel Socket : LGA 115X / 1366 / 1200 / 1700 / 2011 / 2066 (Core i3 / i5 / i7 / i9 
AMD Sockets: AMD AM5 / AM4 / FM2 / FM1 / AM3+ / AM3 / AM2+ / AM2
Connectivity: 4 Pin PWM
Warranty: 1 Year",Out of Stock,€29.60,,cpu-cooler-cougar-forza-50-essential-4710483775031
Lian Li UNI FAN INFINITY SL-INF 120 mm ARGB white,"FAN: 120 mm 
FAN SPEED: 0~2100 RPM
Maximum airflow of 61.3 CFM 
40 ARGB LEDs",Out of Stock,€29.80,,lian-li-uni-fan-infinity-sl-inf-120-mm-argb-white-4718466011725
SSD Gigabyte SSD 256B PCIe 3.0 x4 GP-GSM2NE3256GNTD,"Capacity 256 GB
PCI Express 3.0 x4 NVMe
Seq Read : Up to 1700/ MB/s
Seq Write : Up to 1100 MB/s
Warranty 3 Year",Out of Stock,€30.00,,ssd-gigabyte-ssd-256b-pcie-30-x4-gp-gsm2ne3256gntd-4719331806873
RAM Crucial 8GB SO-DIMM DDR5 4800 Crucial CT8G48C40S5,"Capacity 8 GB
1 x 8 GB Modules
Type: SO-DIMM DDR5
 4800MHz",Out of Stock,€30.00,,ram-crucial-8gb-so-dimm-ddr5-4800-crucial-ct8g48c40s5-649528906519
HP Carry Case professional 15.6 500S7AA,"Laptop Size 15.6 inch 
RFID pocket for credit card
Lockable zippers
Slip pockets",Out of Stock,€30.00,,hp-carry-case-professional-156-500s7aa
Unitek H1107C Alum Type-C Hub 3x USB3.1/SD/PD100W Hub...,"USB Type: Type C
USB Ports: 3
USB Version: USB 3.0
Max. PD Output: 100W
Card Reader: Yes",Out of Stock,€30.00,,unitek-h1107c-alum-type-c-hub-3x-usb31-sd-pd100w-hub-space-grey
Corsair Vengeance LPX 8GB DDR4 3600MHz CMK8GX4M2D3600C18,"Capacity: 1 x 8 GB Kit
DDR4, 3600MHz
DIMM 288 Pin, CL16",Out of Stock,€30.00,,corsair-vengeance-lpx-8gb-ddr4-3600mhz-cmk8gx4m2d3600c18
Orico HDE USB-C 3.1 M2 NVME SSD Enclosure  Aluminum Black...,Size:M.2|Housing Material:Aluminium|Transfer Speed:USB3.1 10Gbps,Out of Stock,€30.00,,orico-hde-usb-c-31-m2-nvme-ssd-enclosure-aluminum-black-m2pv-c3
PC case Xigmatek SG02,"Case Size: Midi Tower
Mainboard Size: Micro ATX / ATX
PSU Standard ATX PS2
GPU length 320 mm
Acrilic Side panel",Out of Stock,€30.00,,pc-case-xigmatek-sg02
Backpack AC8530 15.6 with charging port,"Laptop size: 15.6 inch
Material: Polyester mix
Made of water repellent material
Ergonomic adjustable shoulder straps
Padded back panel for better comfort
Pockets for your water bottle",Out of Stock,€30.00,,backpack-ac8530-156-with-charging-port
Logitech Keyboard K280e US (920-005217),"Wired keyboard
Spill resistant
Interface  USB
Layout US
Cable 1.8 m",Out of Stock,€30.00,,logitech-keyboard-k280e-us-920-005217
CPU COOLER LC-Power LC-CC-120 4 pin,"TDP ( Thermal Design Power ): max.180W
Dimensions Fan ( H x W x D ) : 25 x 120 x 120 mm
Connector: 4 pin  PWM
Intel LGA 775 / 1150 / 1151 / 1155 / 1156 / 1200 / 1366 / 1700 / 2011 / 2011-3 / 2066
AMD FM1 / FM2 / FM2+ / AM2 / AM2+ / AM3 / AM3+ / AM4",Out of Stock,€30.00,,cpu-cooler-lc-power-lc-cc-120-4-pin
Router D-Link Wireless AC1200 DIR-822/BNA,"802.11 ac/n/g/b/a  wireless router
Up to 300Mbps
Antennas: 4 (5 dBi)
Warranty: 24 month",Out of Stock,€30.00,,router-d-link-wireless-ac1200-dir-822bna
Genius Mouse Wireless+BT Recharg RGB AI 3200DPI Scorpion...,"Type: Wireless
Wireless Type: 2.4GHz+Bluetooth
Dpi: 800/1200/1600/2400/3200
Rechargeable: Yes
Light FX: Yes",Out of Stock,€30.00,,genius-mouse-wirelessbt-recharg-rgb-ai-3200dpi-scorpion-m8250-black-4710268261421
Installing Base Programs,Several Base Programs for Windows,Out of Stock,€30.00,,installing-base-programs
HP Z4000 Wireless Compact Mouse H5N61AA,"Wireless: 2.4GHz
3 Buttons
Item Weight 95.3 g
Product Dimensions 6.4 x 10.2 x 2.5 cm
Batteries: 2 AA batteries required. (included)",Out of Stock,€30.00,,hp-z4000-wireless-compact-mouse-h5n61aa-887758073155
HP Z5000 Bluetooth Wireless Mouse W2Q00AA,"Compact Bluetooth Mouse
Bluetooth Connection
Compatible with MAc OS X, Android OS
Precise optical sensor",Out of Stock,€30.00,,hp-z5000-bluetooth-wireless-mouse-w2q00aa
DigitMX DMX-HSW514 HDMI Switch 5x1 IR 1080P,No description available,Out of Stock,€30.00,,digitmx-dmx-hsw514-hdmi-switch-5x1-ir-1080p
Armaggeddon SHIELD 7 Anti-Theft Gaming Bag Black,"Type:BackPack|Size:Up to 15.6""|Inner Protection:Build in FoamPad|Water Protection:Splash Proof|Security Lock:Yes|USB Charging Port:Yes|Color:Black",Out of Stock,€30.00,,armaggeddon-shield-7-anti-theft-gaming-bag-black
Monitor mount Loctek DLB111 / 10-30 inch,"Angle free Tilt -10~35 Degree
Swivel 360 Degree
Length of arm 445mm
Fix on desk by clamp (two knobs)
Vesa: 75 x 75 100 x 100
Loading capacity 10Kg
Warranty 3 Year",Out of Stock,€30.00,,monitor-mount-loctek-dlb111-10-30-inch-6948530119004
Machenike LT3 Laptop Backpack Gray,"Type:BackPack
Size:Up to 17.3""
Color: Grey",Out of Stock,€30.00,,machenike-lt3-laptop-backpack-gray
Gaming mouse Razer DEATHADDER ESSENTIAL,"Shape Ergonomic, Right handed
MAX SENSITIVITY (DPI): 6400
lightweight fiber-coated cable 2m
Razer Synapse 2.0",Out of Stock,€30.00,,gaming-mouse-razer-deathadder-essential-8886419333265
HP 235 Combo Keyboard and Mouse 1Y4D0UT,"Connection: Wireless  2.4GHz
Battery life: Up to 16 months (keyboard); Up to 12 months (mouse)
Full Size Keyboard
Compatible OS: Windows 11;  10",Out of Stock,€30.00,,hp-235-combo-keyboard-and-mouse-1y4d0ut-198122958269
Unitek C1624BK-5M DisplayPort 1.4 Cbl 8K 60Hz 5.0m,Cable Type:Displayport|Display Port Type:DP to DP|Length:5.0m,Out of Stock,€30.40,,unitek-c1624bk-5m-displayport-14-cbl-8k-60hz-50m
Orico HDK SATA6G Single Bay HDD Docking Station 6619US3-V1,"Size:2.5""-3.5""|Housing Material:Plastic|Transfer Speed:USB3.0 5Gbps",Out of Stock,€30.40,,orico-hdk-sata6g-single-bay-hdd-docking-station-6619us3-v1
